file,line,type,field,id,priority
stops,13962,SuspectStopLocationError,stop_id,33034_node_b_mezzanine_south_sw_central_paid_area,MEDIUM
stops,14121,SuspectStopLocationError,stop_id,33034_node_l_platform_eb_e4_landing,MEDIUM
stops,12649,SuspectStopLocationError,stop_id,31034_node_stair_2_north_hall,MEDIUM
stops,14170,SuspectStopLocationError,stop_id,33034_t_westbound_elevator,MEDIUM
stops,14045,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_east_pe1_landing,MEDIUM
stops,14234,SuspectStopLocationError,stop_id,33035_node_mezzanine_unpaid_market_central_northeast,MEDIUM
stops,12639,SuspectStopLocationError,stop_id,31034_node_main_concourse_entry,MEDIUM
stops,14005,SuspectStopLocationError,stop_id,33034_node_courtyard_ne_landing,MEDIUM
stops,13943,SuspectStopLocationError,stop_id,33034_node_b_mezzanine_north_paid_stair_to_nb_d,MEDIUM
stops,14124,SuspectStopLocationError,stop_id,33034_node_l_platform_eb_pe3_landing,MEDIUM
stops,13993,SuspectStopLocationError,stop_id,33034_node_clothespin_corridor_central_junction_unpaid_area,MEDIUM
stops,14063,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_west_faregate_se_paid_area,MEDIUM
stops,14136,SuspectStopLocationError,stop_id,33034_node_l_platform_wb_16th_market_exit_rotogate_paid,MEDIUM
stops,14243,SuspectStopLocationError,stop_id,33035_node_platform_stair_central,MEDIUM
stops,14035,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_east_l_faregate_w_paid,MEDIUM
stops,14171,SuspectStopLocationError,stop_id,node_stair_bottom_corridor_1_to_b_mezzanine_l_platform_eastbound,MEDIUM
stops,14089,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_west_rotogate_ne_unpaid_area,MEDIUM
stops,12632,SuspectStopLocationError,stop_id,31034_node_m1_lobby_north,MEDIUM
stops,14210,SuspectStopLocationError,stop_id,33035_node_mezzanine_paid_elevator_market_central_southwest,MEDIUM
stops,13937,SuspectStopLocationError,stop_id,33034_node_b_mezzanine_north_nw_paid_area,MEDIUM
stops,14286,SuspectStopLocationError,stop_id,33036_node_faregate_north_west_paid,MEDIUM
stops,14143,SuspectStopLocationError,stop_id,33034_node_l_platform_wb_elevator_east,MEDIUM
stops,12558,SuspectStopLocationError,stop_id,31033_node_fare_gates_main_hall,MEDIUM
stops,13938,SuspectStopLocationError,stop_id,33034_node_b_mezzanine_north_paid_corridor_n1_landing,MEDIUM
stops,12572,SuspectStopLocationError,stop_id,31033_node_near_pratt_street_crosswalk,MEDIUM
stops,14082,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_west_nwc_paid_area,MEDIUM
stops,14174,SuspectStopLocationError,stop_id,33035_boarding_eastbound_platform_2,MEDIUM
stops,12636,SuspectStopLocationError,stop_id,31034_node_m1_north_rotogate_unpaid_area,MEDIUM
stops,14216,SuspectStopLocationError,stop_id,33035_node_mezzanine_paid_stair_market_central_northeast,MEDIUM
stops,13961,SuspectStopLocationError,stop_id,33034_node_b_mezzanine_south_se_paid_area,MEDIUM
stops,12527,SuspectStopLocationError,stop_id,31033_boarding_track_2_boarding_north_side,MEDIUM
stops,14138,SuspectStopLocationError,stop_id,33034_node_l_platform_wb_16th_market_exit_stair_unpaid,MEDIUM
stops,14237,SuspectStopLocationError,stop_id,33035_node_mezzanine_unpaid_near_31st_street_northeast,MEDIUM
stops,14070,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_west_jfk_lower_stair_landing,MEDIUM
stops,12559,SuspectStopLocationError,stop_id,31033_node_fare_gates_paid_2,MEDIUM
stops,12586,SuspectStopLocationError,stop_id,31033_node_stair_a_mezzanine,MEDIUM
stops,14130,SuspectStopLocationError,stop_id,33034_node_l_platform_eb_transfer_corridor_3,MEDIUM
stops,14087,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_west_pe7_landing,MEDIUM
stops,12571,SuspectStopLocationError,stop_id,31033_node_near_pratt_street_and_frankford_ave,MEDIUM
stops,14046,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_east_pe3_landing,MEDIUM
stops,14168,SuspectStopLocationError,stop_id,33034_node_t_westbound_platform_west_junction,MEDIUM
stops,14066,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_west_faregate_wc_unpaid_area,MEDIUM
stops,13947,SuspectStopLocationError,stop_id,33034_node_b_mezzanine_north_w_paid_area,MEDIUM
stops,14203,SuspectStopLocationError,stop_id,33035_node_mezzanine_faregate_central_unpaid,MEDIUM
stops,14152,SuspectStopLocationError,stop_id,33034_node_l_platform_wb_transfer_corridor_3,MEDIUM
stops,12577,SuspectStopLocationError,stop_id,31033_node_north_island_near_bridge_street,MEDIUM
stops,12640,SuspectStopLocationError,stop_id,31034_node_main_concourse_junction,MEDIUM
stops,14208,SuspectStopLocationError,stop_id,33035_node_mezzanine_paid_central_south,MEDIUM
stops,14249,SuspectStopLocationError,stop_id,33035_node_platform_stair_trolley_westbound,MEDIUM
stops,14157,SuspectStopLocationError,stop_id,33034_node_stair_clothespin_corridor,MEDIUM
stops,14226,SuspectStopLocationError,stop_id,33035_node_mezzanine_rotogate_market_central_southwest_unpaid,MEDIUM
stops,14019,SuspectStopLocationError,stop_id,33034_node_juniper_st_south_mezzanine,MEDIUM
stops,14190,SuspectStopLocationError,stop_id,33035_node_31st_street_northeast_elevator,MEDIUM
stops,14196,SuspectStopLocationError,stop_id,33035_node_market_central_northeast_stair,MEDIUM
stops,14103,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_west_stair_northwest,MEDIUM
stops,14270,SuspectStopLocationError,stop_id,33036_node_escalator_central_platform,MEDIUM
stops,14104,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_west_sw_paid_area,MEDIUM
stops,14166,SuspectStopLocationError,stop_id,33034_node_t_westbound_platform_northwest_faregate_paid,MEDIUM
stops,13926,SuspectStopLocationError,stop_id,33034_node_b_mezzanine_corridor_1_to_l_platform_eb,MEDIUM
stops,14212,SuspectStopLocationError,stop_id,33035_node_mezzanine_paid_elevator_trolley_westbound,MEDIUM
stops,14049,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_east_t_wb_hallway,MEDIUM
stops,12637,SuspectStopLocationError,stop_id,31034_node_m1_paid_doors,MEDIUM
stops,13959,SuspectStopLocationError,stop_id,33034_node_b_mezzanine_south_paid_stair_to_sb_d,MEDIUM
stops,13988,SuspectStopLocationError,stop_id,33034_node_broad_st_concourse_rotogate_west_paid_area,MEDIUM
stops,14159,SuspectStopLocationError,stop_id,33034_node_t_platform_l_west_stair_landing,MEDIUM
stops,14192,SuspectStopLocationError,stop_id,33035_node_31st_street_northeast_stair,MEDIUM
stops,14111,SuspectStopLocationError,stop_id,33034_node_l_platform_eb_16th_market_exit_corridor_stair_near_rotogate_paid,MEDIUM
stops,12541,SuspectStopLocationError,stop_id,31033_node_elevator_2_street,MEDIUM
stops,14202,SuspectStopLocationError,stop_id,33035_node_mezzanine_faregate_central_paid,MEDIUM
stops,14092,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_west_rotogate_se_unpaid_area,MEDIUM
stops,14236,SuspectStopLocationError,stop_id,33035_node_mezzanine_unpaid_near_30th_street_southwest,MEDIUM
stops,13940,SuspectStopLocationError,stop_id,33034_node_b_mezzanine_north_paid_stair_to_nb_a,MEDIUM
stops,14085,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_west_pe5_landing,MEDIUM
stops,12600,SuspectStopLocationError,stop_id,1148_boarding_south_terminal,MEDIUM
stops,13935,SuspectStopLocationError,stop_id,33034_node_b_mezzanine_north_nne_paid_area,MEDIUM
stops,12569,SuspectStopLocationError,stop_id,31033_node_near_cashier_booth_a1_mezzanine,MEDIUM
stops,14209,SuspectStopLocationError,stop_id,33035_node_mezzanine_paid_elevator_market_central_northeast,MEDIUM
stops,12633,SuspectStopLocationError,stop_id,31034_node_m1_lobby_south,MEDIUM
stops,14225,SuspectStopLocationError,stop_id,33035_node_mezzanine_rotogate_market_central_southwest_paid,MEDIUM
stops,12627,SuspectStopLocationError,stop_id,31034_node_l1_paid_stairs_top,MEDIUM
stops,12562,SuspectStopLocationError,stop_id,31033_node_headhouse_island_near_bridge_street,MEDIUM
stops,14107,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_west_upper_ramp_se_unpaid_area,MEDIUM
stops,13977,SuspectStopLocationError,stop_id,33034_node_b_platform_sb_north_stair_b_landing,MEDIUM
stops,12651,SuspectStopLocationError,stop_id,31034_node_stair_4_north_hall,MEDIUM
stops,13906,SuspectStopLocationError,stop_id,33034_boarding_l_eb_2,MEDIUM
stops,13972,SuspectStopLocationError,stop_id,33034_node_b_platform_nb_south_stair_d_landing,MEDIUM
stops,12652,SuspectStopLocationError,stop_id,31034_node_tributary_stair_bottom,MEDIUM
stops,14260,SuspectStopLocationError,stop_id,33036_boarding_track_4_position_3,MEDIUM
stops,12594,SuspectStopLocationError,stop_id,31033_node_stair_e_street,MEDIUM
stops,12629,SuspectStopLocationError,stop_id,31034_node_l1_unpaid_stair_l1_lobby,MEDIUM
stops,12552,SuspectStopLocationError,stop_id,31033_node_escalator_2b_mezzanine,MEDIUM
stops,13952,SuspectStopLocationError,stop_id,33034_node_b_mezzanine_south_paid_corridor_s2_stair_bottom,MEDIUM
stops,12634,SuspectStopLocationError,stop_id,31034_node_m1_north_access_pick_up_stairs,MEDIUM
stops,12614,SuspectStopLocationError,stop_id,31034_node_curvy_ramp_bottom,MEDIUM
stops,14189,SuspectStopLocationError,stop_id,33035_node_30th_street_southwest_stair,MEDIUM
stops,13980,SuspectStopLocationError,stop_id,33034_node_b_platform_sb_south_stair_a_landing,MEDIUM
stops,14233,SuspectStopLocationError,stop_id,33035_node_mezzanine_unpaid_market_central,MEDIUM
stops,12641,SuspectStopLocationError,stop_id,31034_node_main_concourse_west_end,MEDIUM
stops,14055,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_west_central_junction_unpaid_area,MEDIUM
stops,13898,SuspectStopLocationError,stop_id,33034_boarding_b_nb_2,MEDIUM
stops,14145,SuspectStopLocationError,stop_id,33034_node_l_platform_wb_pe6_landing,MEDIUM
stops,14173,SuspectStopLocationError,stop_id,33035_boarding_eastbound_platform_1,MEDIUM
stops,14105,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_west_swc_paid_area,MEDIUM
stops,14271,SuspectStopLocationError,stop_id,33036_node_escalator_central_street,MEDIUM
stops,14061,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_west_faregate_ne_paid_area,MEDIUM
stops,13958,SuspectStopLocationError,stop_id,33034_node_b_mezzanine_south_paid_stair_to_sb_c,MEDIUM
stops,14205,SuspectStopLocationError,stop_id,33035_node_mezzanine_faregate_market_central_southwest_unpaid,MEDIUM
stops,14180,SuspectStopLocationError,stop_id,33035_boarding_westbound_platform_3,MEDIUM
stops,13982,SuspectStopLocationError,stop_id,33034_node_b_platform_sb_south_stair_c_landing,MEDIUM
stops,12595,SuspectStopLocationError,stop_id,31033_node_stair_g_street,MEDIUM
stops,12581,SuspectStopLocationError,stop_id,31033_node_satellite_headhouse_bus_area,MEDIUM
stops,14080,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_west_nec_paid_area,MEDIUM
stops,14133,SuspectStopLocationError,stop_id,33034_node_l_platform_wb_16th_market_exit_faregate_paid,MEDIUM
stops,14148,SuspectStopLocationError,stop_id,33034_node_l_platform_wb_top_stair_ne_to_mezzanine_b,MEDIUM
stops,12597,SuspectStopLocationError,stop_id,31033_node_top_of_stair_e_platform,MEDIUM
stops,14093,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_west_rotogate_sw_paid_area,MEDIUM
stops,14114,SuspectStopLocationError,stop_id,33034_node_l_platform_eb_16th_market_exit_rotogate_paid,MEDIUM
stops,14073,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_west_lower_ramp_ne_unpaid_area,MEDIUM
stops,14051,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_east_upper_ramp_s_unpaid_area,MEDIUM
stops,12547,SuspectStopLocationError,stop_id,31033_node_escalator_1_mezzanine,MEDIUM
stops,14169,SuspectStopLocationError,stop_id,33034_node_t_westbound_platform_west_stair,MEDIUM
stops,12596,SuspectStopLocationError,stop_id,31033_node_top_of_stair_c,MEDIUM
stops,14195,SuspectStopLocationError,stop_id,33035_node_31st_street_southeast_stair_street,MEDIUM
stops,12624,SuspectStopLocationError,stop_id,31034_node_l1_paid_elevator_bottom,MEDIUM
stops,13899,SuspectStopLocationError,stop_id,33034_boarding_b_nb_3,MEDIUM
stops,14038,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_east_l_rotogate_nw_unpaid,MEDIUM
stops,14232,SuspectStopLocationError,stop_id,33035_node_mezzanine_unpaid_31st_street_northeast,MEDIUM
stops,12526,SuspectStopLocationError,stop_id,31033_boarding_track_2_boarding_central,MEDIUM
stops,14291,SuspectStopLocationError,stop_id,33036_node_stair_north_street,MEDIUM
stops,14290,SuspectStopLocationError,stop_id,33036_node_stair_north_platform,MEDIUM
stops,12593,SuspectStopLocationError,stop_id,31033_node_stair_e_mezzanine,MEDIUM
stops,13897,SuspectStopLocationError,stop_id,33034_boarding_b_nb_1,MEDIUM
stops,14276,SuspectStopLocationError,stop_id,33036_node_exitgate_central_west_paid,MEDIUM
stops,13905,SuspectStopLocationError,stop_id,33034_boarding_l_eb_1,MEDIUM
stops,13928,SuspectStopLocationError,stop_id,33034_node_b_mezzanine_corridor_3_to_l_platform_wb,MEDIUM
stops,12647,SuspectStopLocationError,stop_id,31034_node_shopping_concourse_south,MEDIUM
stops,14074,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_west_lower_ramp_se_unpaid_area,MEDIUM
stops,14215,SuspectStopLocationError,stop_id,33035_node_mezzanine_paid_stair_central,MEDIUM
stops,12525,SuspectStopLocationError,stop_id,31033_boarding_track_1_boarding_north_side,MEDIUM
stops,14039,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_east_l_rotogate_sw_paid,MEDIUM
stops,14162,SuspectStopLocationError,stop_id,33034_node_t_westbound_platform_north_junction,MEDIUM
stops,13986,SuspectStopLocationError,stop_id,33034_node_b_platform_south_end_broad_st_concourse_stair_landing_nb,MEDIUM
stops,14115,SuspectStopLocationError,stop_id,33034_node_l_platform_eb_16th_market_exit_rotogate_unpaid,MEDIUM
stops,13908,SuspectStopLocationError,stop_id,33034_boarding_l_wb_1,MEDIUM
stops,12565,SuspectStopLocationError,stop_id,31033_node_main_hall_perimeter_north,MEDIUM
stops,14044,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_east_pe12_landing,MEDIUM
stops,14285,SuspectStopLocationError,stop_id,33036_node_faregate_north_east_unpaid,MEDIUM
stops,12658,SuspectStopLocationError,stop_id,416_boarding_l1_eastbound_central,MEDIUM
stops,14135,SuspectStopLocationError,stop_id,33034_node_l_platform_wb_16th_market_exit_junction_unpaid,MEDIUM
stops,12538,SuspectStopLocationError,stop_id,31033_node_elevator_1_mezzanine,MEDIUM
stops,13971,SuspectStopLocationError,stop_id,33034_node_b_platform_nb_south_stair_c_landing,MEDIUM
stops,14177,SuspectStopLocationError,stop_id,33035_boarding_trolley_westbound,MEDIUM
stops,12576,SuspectStopLocationError,stop_id,31033_node_north_island_junction,MEDIUM
stops,14034,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_east_junction_w_paid_area,MEDIUM
stops,14116,SuspectStopLocationError,stop_id,33034_node_l_platform_eb_16th_market_exit_stair_unpaid,MEDIUM
stops,14137,SuspectStopLocationError,stop_id,33034_node_l_platform_wb_16th_market_exit_rotogate_unpaid,MEDIUM
stops,14076,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_west_middle_ramp_se_unpaid_area,MEDIUM
stops,12542,SuspectStopLocationError,stop_id,31033_node_elevator_3_mezzanine_paid,MEDIUM
stops,14052,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_east_upper_ramp_se_paid_area,MEDIUM
stops,14161,SuspectStopLocationError,stop_id,33034_node_t_platform_pe13_landing,MEDIUM
stops,14217,SuspectStopLocationError,stop_id,33035_node_mezzanine_paid_stair_market_central_southwest,MEDIUM
stops,14118,SuspectStopLocationError,stop_id,33034_node_l_platform_eb_corridor_2_to_b_mezzanine,MEDIUM
stops,12570,SuspectStopLocationError,stop_id,31033_node_near_cashier_booth_b1_mezzanine,MEDIUM
stops,13948,SuspectStopLocationError,stop_id,33034_node_b_mezzanine_south_e_paid_area,MEDIUM
stops,13992,SuspectStopLocationError,stop_id,33034_node_broad_st_stair_south_penn_sq_mezzanine,MEDIUM
stops,14151,SuspectStopLocationError,stop_id,33034_node_l_platform_wb_transfer_corridor_2,MEDIUM
stops,13907,SuspectStopLocationError,stop_id,33034_boarding_l_eb_3,MEDIUM
stops,13950,SuspectStopLocationError,stop_id,33034_node_b_mezzanine_south_faregate_unpaid_area,MEDIUM
stops,12656,SuspectStopLocationError,stop_id,31790_boarding_m1_tracks_2_3,MEDIUM
stops,13957,SuspectStopLocationError,stop_id,33034_node_b_mezzanine_south_paid_stair_to_sb_b,MEDIUM
stops,14287,SuspectStopLocationError,stop_id,33036_node_faregate_north_west_unpaid,MEDIUM
stops,14054,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_east_w5_landing,MEDIUM
stops,14091,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_west_rotogate_se_paid_area,MEDIUM
stops,14238,SuspectStopLocationError,stop_id,33035_node_mezzanine_unpaid_ramp_31st_street_northeast,MEDIUM
stops,14273,SuspectStopLocationError,stop_id,33036_node_escalator_north_street,MEDIUM
stops,12544,SuspectStopLocationError,stop_id,31033_node_elevator_3_platform,MEDIUM
stops,14197,SuspectStopLocationError,stop_id,33035_node_mezzanine_30th_street_northwest_elevator,MEDIUM
stops,14262,SuspectStopLocationError,stop_id,33036_boarding_track_4_position_5,MEDIUM
stops,12555,SuspectStopLocationError,stop_id,31033_node_exit_gate,MEDIUM
stops,14167,SuspectStopLocationError,stop_id,33034_node_t_westbound_platform_northwest_faregate_unpaid,MEDIUM
stops,13946,SuspectStopLocationError,stop_id,33034_node_b_mezzanine_north_paid_stair_to_sb_c,MEDIUM
stops,12563,SuspectStopLocationError,stop_id,31033_node_l1_central_platform_area,MEDIUM
stops,13954,SuspectStopLocationError,stop_id,33034_node_b_mezzanine_south_paid_stair_to_nb_a,MEDIUM
stops,14214,SuspectStopLocationError,stop_id,33035_node_mezzanine_paid_market_southwest_south,MEDIUM
stops,14110,SuspectStopLocationError,stop_id,33034_node_l_platform_eb_16th_market_exit_corridor_stair_near_faregate_paid,MEDIUM
stops,14165,SuspectStopLocationError,stop_id,33034_node_t_westbound_platform_north_stair,MEDIUM
stops,14027,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_east_dilworth_plaza_ne_stair_unpaid_area,MEDIUM
stops,12657,SuspectStopLocationError,stop_id,32206_boarding_m1_tracks_1_2,MEDIUM
stops,14002,SuspectStopLocationError,stop_id,33034_node_clothespin_corridor_upper_ramp_ne_paid_area,MEDIUM
stops,14193,SuspectStopLocationError,stop_id,33035_node_31st_street_northeast_stair_mezzanine,MEDIUM
stops,12625,SuspectStopLocationError,stop_id,31034_node_l1_paid_elevator_top,MEDIUM
stops,14077,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_west_n_unpaid_area,MEDIUM
stops,12644,SuspectStopLocationError,stop_id,31034_node_north_hall_north,MEDIUM
stops,14175,SuspectStopLocationError,stop_id,33035_boarding_eastbound_platform_3,MEDIUM
stops,14220,SuspectStopLocationError,stop_id,33035_node_mezzanine_paid_stair_trolley_eastbound,MEDIUM
stops,12583,SuspectStopLocationError,stop_id,31033_node_satellite_headhouse_junction,MEDIUM
stops,12557,SuspectStopLocationError,stop_id,31033_node_exit_gate_paid_area_west,MEDIUM
stops,12616,SuspectStopLocationError,stop_id,31034_node_curvy_ramp_top,MEDIUM
stops,13969,SuspectStopLocationError,stop_id,33034_node_b_platform_nb_south_stair_a_landing,MEDIUM
stops,14223,SuspectStopLocationError,stop_id,33035_node_mezzanine_rotogate_market_central_northeast_paid,MEDIUM
stops,14263,SuspectStopLocationError,stop_id,33036_boarding_track_4_position_6,MEDIUM
stops,13900,SuspectStopLocationError,stop_id,33034_boarding_b_nb_4,MEDIUM
stops,14268,SuspectStopLocationError,stop_id,33036_node_elevator_central_platform,MEDIUM
stops,14047,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_east_pe4_landing,MEDIUM
stops,14269,SuspectStopLocationError,stop_id,33036_node_elevator_central_street,MEDIUM
stops,12545,SuspectStopLocationError,stop_id,31033_node_elevator_3_street,MEDIUM
stops,12548,SuspectStopLocationError,stop_id,31033_node_escalator_1_street,MEDIUM
stops,12603,SuspectStopLocationError,stop_id,15497_boarding_west_terminal_market_st_drop_off,MEDIUM
stops,12635,SuspectStopLocationError,stop_id,31034_node_m1_north_rotogate_paid_area,MEDIUM
stops,14176,SuspectStopLocationError,stop_id,33035_boarding_trolley_eastbound,MEDIUM
stops,13960,SuspectStopLocationError,stop_id,33034_node_b_mezzanine_south_se_central_paid_area,MEDIUM
stops,14253,SuspectStopLocationError,stop_id,33036_boarding_track_1_position_2,MEDIUM
stops,14000,SuspectStopLocationError,stop_id,33034_node_clothespin_corridor_rotogate_e_unpaid_area,MEDIUM
stops,14228,SuspectStopLocationError,stop_id,33035_node_mezzanine_rotogate_market_northeast_unpaid,MEDIUM
stops,13944,SuspectStopLocationError,stop_id,33034_node_b_mezzanine_north_paid_stair_to_sb_a,MEDIUM
stops,14069,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_west_jfk_lower_escalator_landing,MEDIUM
stops,13979,SuspectStopLocationError,stop_id,33034_node_b_platform_sb_north_stair_d_landing,MEDIUM
stops,14048,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_east_t_stair_landing,MEDIUM
stops,14154,SuspectStopLocationError,stop_id,33034_node_l_platform_wb_w3_landing,MEDIUM
stops,14224,SuspectStopLocationError,stop_id,33035_node_mezzanine_rotogate_market_central_northeast_unpaid,MEDIUM
stops,14211,SuspectStopLocationError,stop_id,33035_node_mezzanine_paid_elevator_trolley_eastbound,MEDIUM
stops,14062,SuspectStopLocationError,stop_id,33034_node_l_mezzanine_west_faregate_ne_unpaid_area,MEDIUM
stops,14255,SuspectStopLocationError,stop_id,33036_boarding_track_1_position_4,MEDIUM
stops,12604,SuspectStopLocationError,stop_id,15497_boarding_west_terminal_peninsula,MEDIUM
